Academic year,semester,School Name,country,school,Number of people
102,1,東海大學,日本,早稻田大學,1
102,1,東海大學,日本,沖繩大學,1
102,1,東海大學,日本,沖繩國際大學,3
102,1,東海大學,日本,奈良女子大學,2
102,1,東海大學,日本,桃山學院大學,2
102,1,東海大學,日本,財團法人中華經濟研究院,2
102,1,東海大學,日本,高知大學,3
102,1,東海大學,日本,國際基督教大學,1
102,1,東海大學,日本,群馬大學,3
102,1,東海大學,日本,龍谷大學,2
102,1,東海大學,大韓民國(南韓),梨花女子大學,1
102,1,東海大學,日本,財團法人中華經濟研究院,1
102,1,東海大學,日本,關西學院大學,1
102,1,東海大學,美國,Lock Haven University,1
102,1,東海大學,美國,Millikin University,2
102,1,東海大學,美國,Univ. of Indianapolis,2
102,1,東海大學,大陸地區,華東師範大學,3
102,1,東海大學,大陸地區,蘭州大學,1
102,1,東海大學,日本,佛教大學,1
102,1,東海大學,大陸地區,中山大學,2
102,1,東海大學,日本,千葉大學,1
102,1,東海大學,大陸地區,吉林大學,5
102,1,東海大學,大陸地區,中央財經大學,2
102,1,東海大學,大陸地區,西北工業大學,4
102,1,東海大學,大陸地區,南京大學,3
102,1,東海大學,日本,財團法人中華經濟研究院,1
102,1,東海大學,日本,櫻美林大學,1
102,1,東海大學,西班牙王國,西班牙UCLM,1
102,1,東海大學,捷克共和國,捷克大都會大學,2
102,1,東海大學,日本,沖繩國際大學,3
102,1,東海大學,大韓民國(南韓),韓國天主教大學,2
102,1,東海大學,日本,桃山學院大學,4
102,1,東海大學,大韓民國(南韓),崇實大學,1
102,1,東海大學,日本,財團法人中華經濟研究院,1
102,1,東海大學,印度尼西亞共和國,UPH Surabaya,1
102,1,東海大學,大陸地區,北京語言大學,6
102,1,東海大學,大陸地區,中山大學,5
102,1,東海大學,大陸地區,北京科技大學,1
102,1,東海大學,大陸地區,四川大學,1
102,1,東海大學,日本,財團法人中華經濟研究院,1
102,1,東海大學,美國,Presbyterian College,1
102,1,東海大學,德意志聯邦共和國,明斯特大學,3
102,1,東海大學,泰王國(泰國),Assumption University,1
102,1,東海大學,大陸地區,北京大學,6
102,1,東海大學,法國,蒙貝利耶第二大學,2
102,1,東海大學,美國,Washburn University,1
102,1,東海大學,日本,財團法人中華經濟研究院,3
102,1,東海大學,大陸地區,南京大學,4
102,1,東海大學,大陸地區,華南理工大學,1
102,1,東海大學,日本,千葉大學,1
102,1,東海大學,日本,北京大學,1
102,1,東海大學,美國,Temple University,1
102,1,東海大學,大陸地區,天津大學,1
102,1,東海大學,西班牙王國,西班牙UCLM,1
102,1,東海大學,日本,山口大學,1
102,1,東海大學,法國,EDC商學院,1
102,1,東海大學,美國,喬治亞理工學院,17
102,1,東海大學,大陸地區,上海交通大學,3
102,1,東海大學,大陸地區,大連理工大學,6
102,1,東海大學,大陸地區,北京科技大學,7
102,1,東海大學,大陸地區,西北農林科技大學,5
102,1,東海大學,大陸地區,復旦大學,8
102,1,東海大學,大陸地區,吉林大學,1
102,1,東海大學,大陸地區,南開大學,1
102,1,東海大學,澳大利亞,新南威爾斯大學,1
102,1,東海大學,大陸地區,西安交通大學,1
102,1,東海大學,大陸地區,東南大學,2
102,1,東海大學,大陸地區,東北林業大學,2
102,1,東海大學,日本,鳥取大學,12
102,1,東海大學,大陸地區,蘭州大學,12
102,1,東海大學,大陸地區,杭州-富春山居  上海-柏悅酒店.璞麗酒店.藏樂坊.東北人及俏江南餐飲,25
102,1,輔仁大學,日本,立教大學,1
102,1,輔仁大學,法國,巴黎高等管理學院,1
102,1,輔仁大學,大陸地區,北京師範大學,1
102,1,輔仁大學,日本,上智大學,1
102,1,輔仁大學,日本,大東文化大學,1
102,1,輔仁大學,日本,同志社大學,2
102,1,輔仁大學,日本,佐賀大學,2
102,1,輔仁大學,日本,京都產業大學,2
102,1,輔仁大學,日本,金澤大學,1
102,1,輔仁大學,日本,信州大學,2
102,1,輔仁大學,日本,南山大學,1
102,1,輔仁大學,日本,桃山學院大學,2
102,1,輔仁大學,日本,梅光學院大學,2
102,1,輔仁大學,日本,清泉女子大學,2
102,1,輔仁大學,日本,費利斯女學院大學,2
102,1,輔仁大學,日本,聖心女子大學,2
102,1,輔仁大學,日本,聖母清心女子大學,1
102,1,輔仁大學,日本,廣島大學,1
102,1,輔仁大學,日本,藤女子大學,2
102,1,輔仁大學,美國,聖路易斯大學,1
102,1,輔仁大學,大陸地區,北京外國語大學,1
102,1,輔仁大學,西班牙王國,卡斯提亞-拉曼查大學,3
102,1,輔仁大學,西班牙王國,阿維拉天主教大學,1
102,1,輔仁大學,西班牙王國,科米亞斯宗座大學,2
102,1,輔仁大學,西班牙王國,莎拉曼卡大學,14
102,1,輔仁大學,智利,智利天主教大學,1
102,1,輔仁大學,墨西哥合眾國,伊比利美洲大學,1
102,1,輔仁大學,大陸地區,上海外國語大學,1
102,1,輔仁大學,大陸地區,北京外國語大學,1
102,1,輔仁大學,比利時王國,天主教魯汶大學,2
102,1,輔仁大學,法國,天主教里爾大學,1
102,1,輔仁大學,法國,艾克斯馬賽大學,4
102,1,輔仁大學,法國,波爾多管理學院,1
102,1,輔仁大學,大韓民國(南韓),韓國天主教大學,1
102,1,輔仁大學,美國,天普大學,1
102,1,輔仁大學,美國,聖路易斯大學,1
102,1,輔仁大學,澳大利亞,澳洲聖母大學,1
102,1,輔仁大學,大陸地區,對外經濟貿易大學,1
102,1,輔仁大學,義大利共和國,天主教米蘭聖心大學,1
102,1,輔仁大學,義大利共和國,西也那外國人大學,2
102,1,輔仁大學,義大利共和國,佩魯賈外國人大學,7
102,1,輔仁大學,義大利共和國,威尼斯卡佛斯卡利大學,1
102,1,輔仁大學,義大利共和國,羅馬智慧大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,大陸地區,北京外國語大學,1
102,1,輔仁大學,德意志聯邦共和國,飛利浦馬堡大學,15
102,1,輔仁大學,德意志聯邦共和國,雷根斯堡大學,1
102,1,輔仁大學,日本,立教大學,1
102,1,輔仁大學,日本,福岡大學,2
102,1,輔仁大學,法國,巴黎第三大學,2
102,1,輔仁大學,大陸地區,華東師範大學,1
102,1,輔仁大學,大陸地區,北京師範大學,1
102,1,輔仁大學,德意志聯邦共和國,飛利浦馬堡大學,1
102,1,輔仁大學,大陸地區,中國人民大學,2
102,1,輔仁大學,義大利共和國,羅馬智慧大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,愛爾蘭共和國,愛爾蘭國立梅努斯大學,1
102,1,輔仁大學,大陸地區,中央民族大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,法國,IRCOM公共關係與傳播學院,1
102,1,輔仁大學,大陸地區,中國人民大學,2
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,荷蘭王國,格羅寧根大學,1
102,1,輔仁大學,新加坡共和國,南洋理工大學,1
102,1,輔仁大學,澳大利亞,昆士蘭科技大學,1
102,1,輔仁大學,日本,國際教養大學,2
102,1,輔仁大學,日本,清泉女子大學,1
102,1,輔仁大學,大陸地區,中國人民大學,2
102,1,輔仁大學,大陸地區,中國傳媒大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,大韓民國(南韓),韓國天主教大學,1
102,1,輔仁大學,新加坡共和國,南洋理工大學,1
102,1,輔仁大學,日本,大東文化大學,1
102,1,輔仁大學,大陸地區,中山大學,1
102,1,輔仁大學,大陸地區,清華大學,1
102,1,輔仁大學,法國,亞塞格管理學院,1
102,1,輔仁大學,美國,斯克蘭頓大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,大陸地區,上海外國語大學,1
102,1,輔仁大學,大陸地區,清華大學,2
102,1,輔仁大學,大陸地區,對外經濟貿易大學,1
102,1,輔仁大學,西班牙王國,阿維拉天主教大學,1
102,1,輔仁大學,法國,巴黎高等管理學院,1
102,1,輔仁大學,法國,亞塞格管理學院,1
102,1,輔仁大學,法國,波爾多管理學院,1
102,1,輔仁大學,法國,勃艮第－第戎高等商學院,2
102,1,輔仁大學,美國,斯克蘭頓大學,1
102,1,輔仁大學,香港,香港城市大學,1
102,1,輔仁大學,德意志聯邦共和國,雷根斯堡大學,1
102,1,輔仁大學,日本,金澤大學,1
102,1,輔仁大學,荷蘭王國,格羅寧根大學,1
102,1,輔仁大學,大陸地區,北京師範大學,1
102,1,輔仁大學,大韓民國(南韓),梨花女子大學,1
102,1,輔仁大學,大韓民國(南韓),韓國天主教大學,1
102,1,輔仁大學,大陸地區,中國人民大學,1
102,1,輔仁大學,大韓民國(南韓),梨花女子大學,1
102,1,輔仁大學,瑞典王國,伯賀斯大學,2
102,1,輔仁大學,大陸地區,清華大學,1
102,1,東吳大學,德意志聯邦共和國,明斯特大學,1
102,1,東吳大學,大陸地區,吉林大學,1
102,1,東吳大學,大陸地區,東北林業大學,1
102,1,東吳大學,大陸地區,蘇州大學,2
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,大陸地區,中山大學,1
102,1,東吳大學,大陸地區,南開大學,1
102,1,東吳大學,大陸地區,重慶大學,1
102,1,東吳大學,大韓民國(南韓),首爾市立大學,2
102,1,東吳大學,法國,史特拉斯堡大學政治學院,1
102,1,東吳大學,瑞典王國,苑學品大學國際商學院,1
102,1,東吳大學,日本,中央大學,2
102,1,東吳大學,日本,同志社大學,5
102,1,東吳大學,日本,西南學院大學,1
102,1,東吳大學,日本,拓殖大學,4
102,1,東吳大學,日本,明海大學,7
102,1,東吳大學,日本,宮崎大學,2
102,1,東吳大學,日本,愛知大學,1
102,1,東吳大學,日本,新潟大學,2
102,1,東吳大學,日本,關西學院大學,1
102,1,東吳大學,日本,拓殖大學,2
102,1,東吳大學,日本,明海大學,1
102,1,東吳大學,日本,愛知大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,日本,名古屋大學,2
102,1,東吳大學,日本,新潟大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,荷蘭王國,葛洛寧恩大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,法國,里昂大學政治學院,1
102,1,東吳大學,瑞典王國,苑學品大學國際商學院,1
102,1,東吳大學,大陸地區,吉林大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,大陸地區,哈爾濱工業大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,德意志聯邦共和國,明斯特大學,21
102,1,東吳大學,大陸地區,復旦大學,1
102,1,東吳大學,大陸地區,中國人民大學,1
102,1,東吳大學,大陸地區,東北林業大學,1
102,1,東吳大學,大陸地區,南京大學,1
102,1,東吳大學,大陸地區,廈門大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,丹麥王國,哥本哈根商學院,2
102,1,東吳大學,日本,大東文化大學,1
102,1,東吳大學,波蘭共和國,波蘭華沙人文大學,1
102,1,東吳大學,法國,里爾天主教大學IESEG管理學院,3
102,1,東吳大學,荷蘭王國,葛洛寧恩大學,2
102,1,東吳大學,德意志聯邦共和國,明斯特大學,1
102,1,東吳大學,澳大利亞,邦德大學,1
102,1,東吳大學,大陸地區,吉林大學,1
102,1,東吳大學,大陸地區,復旦大學,1
102,1,東吳大學,法國,里爾天主教大學IESEG管理學院,1
102,1,東吳大學,法國,雷恩商學院,2
102,1,東吳大學,大陸地區,復旦大學,1
102,1,東吳大學,大陸地區,華東師範大學,1
102,1,東吳大學,大陸地區,廈門大學,1
102,1,東吳大學,大陸地區,蘇州大學,1
102,1,東吳大學,日本,東北大學,1
102,1,東吳大學,日本,新潟大學,1
102,1,東吳大學,法國,里爾天主教大學IESEG管理學院,1
102,1,東吳大學,荷蘭王國,葛洛寧恩大學,1
102,1,東吳大學,大陸地區,南京大學,1
102,1,東吳大學,大陸地區,蘇州大學,2
102,1,東吳大學,法國,里爾天主教大學IESEG管理學院,1
102,1,東吳大學,大陸地區,蘇州大學,18
102,1,東吳大學,大陸地區,中國人民大學,1
102,1,東吳大學,大陸地區,吉林大學,1
102,1,東吳大學,大陸地區,東北林業大學,1
102,1,東吳大學,大陸地區,西北政法大學,25
102,1,東吳大學,大陸地區,吉林大學,1
102,1,東吳大學,大陸地區,吉林大學,2
102,1,東吳大學,大陸地區,哈爾濱工業大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,1
102,1,中原大學,大韓民國(南韓),外國語大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,3
102,1,中原大學,大陸地區,長春師範大學,1
102,1,中原大學,大韓民國(南韓),全州大學,3
102,1,中原大學,大韓民國(南韓),湖西大學,1
102,1,中原大學,大韓民國(南韓),檀國大學,1
102,1,中原大學,美國,舊金山州立大學,1
102,1,中原大學,大韓民國(南韓),檀國大學,3
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,2
102,1,中原大學,日本,早稻田大學,1
102,1,中原大學,美國,南伊利諾大學卡邦戴爾分校,1
102,1,中原大學,美國,萊特州立大學,1
102,1,中原大學,美國,舊金山州立大學,1
102,1,中原大學,大陸地區,北京理工大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,4
102,1,中原大學,大陸地區,吉林大學,1
102,1,中原大學,大陸地區,長春師範大學,1
102,1,中原大學,美國,中田納西州立大學,1
102,1,中原大學,美國,匹茲堡州立大學,1
102,1,中原大學,大陸地區,北京理工大學,1
102,1,中原大學,美國,中田納西州立大學,1
102,1,中原大學,美國,匹茲堡州立大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,1
102,1,中原大學,大陸地區,福建省青年聯合會,2
102,1,中原大學,美國,中田納西州立大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,3
102,1,中原大學,大陸地區,吉林大學,2
102,1,中原大學,大陸地區,福建省青年聯合會,1
102,1,中原大學,美國,中田納西州立大學,3
102,1,中原大學,美國,匹茲堡州立大學,1
102,1,中原大學,大陸地區,福建省青年聯合會,2
102,1,中原大學,大陸地區,武漢大學,1
102,1,中原大學,美國,舊金山州立大學,1
102,1,中原大學,大陸地區,長春師範大學,1
102,1,中原大學,大陸地區,吉林大學,1
102,1,中原大學,大陸地區,中山大學,1
102,1,中原大學,大陸地區,哈爾濱工程大學,2
102,1,中原大學,大陸地區,福建省青年聯合會,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,1
102,1,中原大學,大陸地區,長春師範大學,1
102,1,中原大學,大陸地區,哈爾濱工程大學,1
102,1,中原大學,菲律賓共和國,瑪布阿科學技術學院,1
102,1,中原大學,大陸地區,長春師範大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,1
102,1,中原大學,大陸地區,哈爾濱工程大學,1
102,1,中原大學,大陸地區,吉林大學,1
102,1,中原大學,大陸地區,中華全國台灣同胞聯誼會,3
102,1,中原大學,菲律賓共和國,瑪布阿科學技術學院,5
102,1,中原大學,大陸地區,武漢大學,1
102,1,中原大學,大陸地區,天津大學,1
102,1,中原大學,大陸地區,東南大學,3
102,1,中原大學,日本,東北工業大學,3
102,1,中原大學,西班牙王國,聖保羅大學,3
102,1,中原大學,大陸地區,福建省青年聯合會,2
102,1,淡江大學,美國,賓州印第安那大學,1
102,1,淡江大學,大陸地區,四川大學,1
102,1,淡江大學,大陸地區,同濟大學,2
102,1,淡江大學,大陸地區,廈門大學,1
102,1,淡江大學,日本,中央學院大學,1
102,1,淡江大學,日本,北海道大學,1
102,1,淡江大學,日本,平成國際大學,6
102,1,淡江大學,日本,同志社大學,14
102,1,淡江大學,日本,早稻田大學,1
102,1,淡江大學,日本,亞細亞大學,1
102,1,淡江大學,日本,京都橘大學,13
102,1,淡江大學,日本,城西國際大學,1
102,1,淡江大學,日本,津田塾大學,1
102,1,淡江大學,日本,國際教養大學,1
102,1,淡江大學,日本,鹿兒島大學,1
102,1,淡江大學,日本,駒澤大學,2
102,1,淡江大學,日本,麗澤大學,10
102,1,淡江大學,大陸地區,南京大學,1
102,1,淡江大學,西班牙王國,昆卡大學,14
102,1,淡江大學,法國,尼斯大學,3
102,1,淡江大學,法國,弗朗士孔泰大學,12
102,1,淡江大學,法國,里昂第三大學,7
102,1,淡江大學,大陸地區,北京大學,2
102,1,淡江大學,俄羅斯聯邦,國立聖彼得堡交通大學,21
102,1,淡江大學,大陸地區,南開大學,1
102,1,淡江大學,大陸地區,澳門大學,1
102,1,淡江大學,大韓民國(南韓),慶南大學,1
102,1,淡江大學,波蘭共和國,華沙大學,1
102,1,淡江大學,美國,維諾納州立大學,1
102,1,淡江大學,美國,賓州印第安那大學,6
102,1,淡江大學,大韓民國(南韓),慶熙大學,1
102,1,淡江大學,加拿大,布蘭登大學,7
102,1,淡江大學,美國,天普大學,5
102,1,淡江大學,美國,加州州立大學-沙加緬度分校,2
102,1,淡江大學,美國,加州州立大學長堤分校,2
102,1,淡江大學,美國,西佛羅里達大學,1
102,1,淡江大學,美國,佛羅里達中央大學,4
102,1,淡江大學,美國,夏威夷太平洋大學,2
102,1,淡江大學,美國,維諾納州立大學,2
102,1,淡江大學,美國,舊金山州立大學,2
102,1,淡江大學,英國,牛津布魯克斯大學,4
102,1,淡江大學,英國,桑德蘭大學,9
102,1,淡江大學,捷克共和國,查爾斯大學,2
102,1,淡江大學,奧地利共和國,維也納大學,1
102,1,淡江大學,澳大利亞,昆士蘭大學,1
102,1,淡江大學,澳大利亞,新南威爾斯大學,1
102,1,淡江大學,大陸地區,同濟大學,1
102,1,淡江大學,奧地利共和國,維也納大學,2
102,1,淡江大學,德意志聯邦共和國,波昂大學,21
102,1,淡江大學,德意志聯邦共和國,科隆大學,4
102,1,淡江大學,日本,中央學院大學,1
102,1,淡江大學,日本,同志社大學,3
102,1,淡江大學,日本,京都橘大學,2
102,1,淡江大學,日本,長崎外國語大學,1
102,1,淡江大學,日本,青山學院大學,1
102,1,淡江大學,日本,城西國際大學,3
102,1,淡江大學,日本,津田塾大學,1
102,1,淡江大學,日本,長崎大學,1
102,1,淡江大學,法國,里昂第三大學,2
102,1,淡江大學,大陸地區,吉林大學,1
102,1,淡江大學,大陸地區,南京大學,2
102,1,淡江大學,大陸地區,南開大學,1
102,1,淡江大學,大韓民國(南韓),慶熙大學,1
102,1,淡江大學,美國,天普大學,5
102,1,淡江大學,美國,加州州立大學-沙加緬度分校,12
102,1,淡江大學,美國,加州州立大學-長堤分校,1
102,1,淡江大學,美國,華盛頓州立大學,4
102,1,淡江大學,美國,維諾納州立大學,2
102,1,淡江大學,美國,賓州印第安那大學,3
102,1,淡江大學,美國,舊金山州立大學,1
102,1,淡江大學,英國,桑德蘭大學,1
102,1,淡江大學,捷克共和國,查爾斯大學,6
102,1,淡江大學,瑞典王國,斯德哥爾摩大學,1
102,1,淡江大學,澳大利亞,新南威爾斯大學,1
102,1,淡江大學,大陸地區,南開大學,1
102,1,淡江大學,大陸地區,廈門大學,1
102,1,淡江大學,日本,淑德大學,1
102,1,淡江大學,捷克共和國,查爾斯大學,1
102,1,淡江大學,大陸地區,復旦大學,1
102,1,淡江大學,大陸地區,華東師範大學,1
102,1,淡江大學,日本,青山學院大學,1
102,1,淡江大學,大陸地區,廈門大學,4
102,1,淡江大學,加拿大,布蘭登大學,1
102,1,淡江大學,芬蘭共和國,拉瑞爾科技應用大學,1
102,1,淡江大學,美國,加州州立大學加沙緬度分校,8
102,1,淡江大學,美國,加州州立大學長堤分校,2
102,1,淡江大學,美國,西佛羅里達大學,1
102,1,淡江大學,美國,沙福克大學,2
102,1,淡江大學,美國,密西根大學福林特分校,1
102,1,淡江大學,美國,聖湯瑪斯大學,3
102,1,淡江大學,美國,聖道大學,1
102,1,淡江大學,美國,維諾納州立大學,11
102,1,淡江大學,美國,賓州印第安那大學,18
102,1,淡江大學,大陸地區,南京大學,1
102,1,淡江大學,大陸地區,華東師範大學,1
102,1,淡江大學,法國,里昂第三大學,1
102,1,淡江大學,大陸地區,復旦大學,1
102,1,淡江大學,大陸地區,復旦大學,1
102,1,淡江大學,大陸地區,復旦大學,1
102,1,淡江大學,大陸地區,復旦大學,1
102,1,淡江大學,加拿大,布蘭登大學,4
102,1,淡江大學,芬蘭共和國,拉瑞爾科技應用大學,1
102,1,淡江大學,美國,天普大學,3
102,1,淡江大學,美國,加州州立大學-沙加緬度分校,5
102,1,淡江大學,美國,加州州立大學-長堤分校,6
102,1,淡江大學,美國,佛羅里達中央大學,5
102,1,淡江大學,美國,華盛頓州立大學,8
102,1,淡江大學,美國,維諾納州立大學,11
102,1,淡江大學,美國,賓州印第安那大學,3
102,1,淡江大學,英國,牛津布魯克大學,1
102,1,淡江大學,英國,桑德蘭大學,2
102,1,淡江大學,紐西蘭,懷卡特大學,1
102,1,淡江大學,澳大利亞,新南威爾斯大學,2
102,1,淡江大學,日本,電氣通信大學,2
102,1,淡江大學,日本,電氣通信大學,1
102,1,淡江大學,美國,加州州立大學長堤分校,1
102,1,淡江大學,大陸地區,天津大學,1
102,1,淡江大學,西班牙王國,聖保羅大學,2
102,1,淡江大學,美國,波莫納加州州立理工大學,1
102,1,淡江大學,美國,波莫納加州州立理工大學,1
102,1,淡江大學,波蘭共和國,華沙大學,1
102,1,淡江大學,芬蘭共和國,拉瑞爾科技應用大學,3
102,1,淡江大學,美國,天普大學,8
102,1,淡江大學,美國,加州州立大學-沙加緬度分校,1
102,1,淡江大學,美國,加州州立大學-長堤分校,11
102,1,淡江大學,美國,佛羅里達中央大學,1
102,1,淡江大學,美國,夏威夷太平洋大學,3
102,1,淡江大學,美國,華盛頓州立大學,1
102,1,淡江大學,美國,賓州印第安那大學,10
102,1,淡江大學,美國,舊金山州立大學,3
102,1,淡江大學,英國,牛津布魯克大學,2
102,1,淡江大學,紐西蘭,懷卡特大學,6
102,1,淡江大學,捷克共和國,查爾斯大學,1
102,1,中國文化大學,大韓民國(南韓),韓國安東大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大韓民國(南韓),韓國湖南大學,1
102,1,中國文化大學,日本,日本天理大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大陸地區,中山大學,1
102,1,中國文化大學,大韓民國(南韓),韓國湖南大學,1
102,1,中國文化大學,大陸地區,廈門大學,1
102,1,中國文化大學,大陸地區,中國人民大學,1
102,1,中國文化大學,大韓民國(南韓),嶺南大學,3
102,1,中國文化大學,大韓民國(南韓),韓國仁川大學,2
102,1,中國文化大學,大韓民國(南韓),韓國仁荷大學,2
102,1,中國文化大學,大韓民國(南韓),韓國安東大學,3
102,1,中國文化大學,大韓民國(南韓),韓國西京大學,4
102,1,中國文化大學,大韓民國(南韓),韓國忠北大學,1
102,1,中國文化大學,大韓民國(南韓),韓國明知大學,2
102,1,中國文化大學,大韓民國(南韓),韓國東亞大學,3
102,1,中國文化大學,大韓民國(南韓),韓國東國大學,4
102,1,中國文化大學,大韓民國(南韓),韓國建國大學,2
102,1,中國文化大學,大韓民國(南韓),韓國淑明女子大學,1
102,1,中國文化大學,大韓民國(南韓),韓國祥明大學,3
102,1,中國文化大學,大韓民國(南韓),韓國誠信女子大學,4
102,1,中國文化大學,大韓民國(南韓),韓國漢陽大學,1
102,1,中國文化大學,大韓民國(南韓),韓國慶星大學,3
102,1,中國文化大學,大韓民國(南韓),韓國慶熙大學,4
102,1,中國文化大學,大韓民國(南韓),韓國龍仁大學,3
102,1,中國文化大學,大韓民國(南韓),韓國圓光大學,1
102,1,中國文化大學,日本,日本二松學舍大學,2
102,1,中國文化大學,日本,日本大阪經濟法科大學,1
102,1,中國文化大學,日本,日本天理大學,22
102,1,中國文化大學,日本,日本別府大學,1
102,1,中國文化大學,日本,日本首都大學東京,1
102,1,中國文化大學,日本,日本神田外語大學,2
102,1,中國文化大學,日本,日本淑德大學,1
102,1,中國文化大學,法國,比利時布魯塞爾法語高等學院,1
102,1,中國文化大學,法國,法國中央布爾日漢法語言學院,1
102,1,中國文化大學,法國,法國巴黎東方語文學院,2
102,1,中國文化大學,法國,法國巴黎第十三大學,2
102,1,中國文化大學,法國,法國里昂天主教大學ESDES管理學院,2
102,1,中國文化大學,法國,法國阿爾圖瓦大學,2
102,1,中國文化大學,法國,法國雷恩第二大學,4
102,1,中國文化大學,法國,法國賽爾奇蓬多瓦茲大學,2
102,1,中國文化大學,俄羅斯聯邦,俄羅斯莫斯科大學,2
102,1,中國文化大學,俄羅斯聯邦,俄羅斯莫斯科市師範大學,4
102,1,中國文化大學,俄羅斯聯邦,俄羅斯莫斯科市師範大學薩馬拉市分校,2
102,1,中國文化大學,大陸地區,復旦大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,3
102,1,中國文化大學,德意志聯邦共和國,德國席根大學,7
102,1,中國文化大學,德意志聯邦共和國,德國海德堡大學,1
102,1,中國文化大學,大韓民國(南韓),韓國外語大學,1
102,1,中國文化大學,大韓民國(南韓),韓國圓光大學,1
102,1,中國文化大學,大韓民國(南韓),韓國漢陽女子大學校,1
102,1,中國文化大學,日本,日本首都大學東京,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大韓民國(南韓),韓國安東大學,1
102,1,中國文化大學,大韓民國(南韓),韓國湖南大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大陸地區,華東師範大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大陸地區,中國人民大學,1
102,1,中國文化大學,大陸地區,南開大學,1
102,1,中國文化大學,大陸地區,華東師範大學,1
102,1,中國文化大學,大韓民國(南韓),韓國公州大學,1
102,1,中國文化大學,大陸地區,山東大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,2
102,1,中國文化大學,大陸地區,華中科技大學,1
102,1,中國文化大學,大韓民國(南韓),韓國慶南大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,3
102,1,中國文化大學,大韓民國(南韓),韓國公州大學,1
102,1,中國文化大學,大韓民國(南韓),韓國東國大學(慶州校區),1
102,1,中國文化大學,大韓民國(南韓),韓國慶尚大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,3
102,1,中國文化大學,美國,美國印弟安那普利斯大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,3
102,1,中國文化大學,大陸地區,復旦大學,1
102,1,中國文化大學,大陸地區,中國人民大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,1
102,1,中國文化大學,大陸地區,吉林大學,1
102,1,中國文化大學,大陸地區,蘭州大學,1
102,1,中國文化大學,美國,美國莫瑞州立大學,4
102,1,中國文化大學,加拿大,加拿大英屬哥倫比亞大學,1
102,1,中國文化大學,大陸地區,中山大學,1
102,1,中國文化大學,大陸地區,中國人民大學,1
102,1,中國文化大學,瑞士聯邦,瑞士HTMi酒店旅遊管理學院,1
102,1,中國文化大學,大陸地區,南開大學,1
102,1,逢甲大學,大陸地區,中國人民大學,1
102,1,逢甲大學,大陸地區,同濟大學,1
102,1,逢甲大學,大陸地區,復旦大學,1
102,1,逢甲大學,大陸地區,吉林大學,1
102,1,逢甲大學,大陸地區,哈爾濱工業大學,1
102,1,逢甲大學,大陸地區,復旦大學,1
102,1,逢甲大學,大陸地區,吉林大學,1
102,1,逢甲大學,大陸地區,南京大學,1
102,1,逢甲大學,大陸地區,哈爾濱工業大學,1
102,1,逢甲大學,大陸地區,同濟大學,2
102,1,逢甲大學,大陸地區,吉林大學,1
102,1,逢甲大學,美國,天普大學,1
102,1,逢甲大學,大陸地區,吉林大學,1
102,1,逢甲大學,大陸地區,復旦大學,1
102,1,逢甲大學,大韓民國(南韓),誠信女子大學,1
102,1,逢甲大學,日本,天普大學日本分校,1
